"season","mnth","day","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","bikers"
3,"July",194,"8",0,3,1,"clear",0.8,0.7424,0.49,0.2537,31,418,449
3,"July",194,"9",0,3,1,"clear",0.82,0.7424,0.41,0.194,23,163,186
3,"July",194,"10",0,3,1,"clear",0.82,0.7576,0.46,0.194,33,80,113
3,"July",194,"11",0,3,1,"clear",0.84,0.7424,0.39,0.1642,55,110,165
3,"July",194,"12",0,3,1,"clear",0.84,0.7576,0.41,0.2836,40,134,174
3,"July",194,"13",0,3,1,"light rain/snow",0.82,0.7576,0.46,0.1343,39,119,158
3,"July",194,"14",0,3,1,"light rain/snow",0.82,0.7576,0.46,0.1343,27,89,116
3,"July",194,"15",0,3,1,"light rain/snow",0.64,0.5606,0.94,0.1343,13,33,46
3,"July",194,"16",0,3,1,"cloudy/misty",0.66,0.5909,0.89,0,23,118,141
3,"July",194,"17",0,3,1,"clear",0.7,0.6667,0.79,0,70,418,488
3,"July",194,"18",0,3,1,"clear",0.72,0.697,0.79,0.1343,51,412,463
3,"July",194,"19",0,3,1,"clear",0.7,0.6667,0.79,0.1045,79,340,419
3,"July",194,"20",0,3,1,"clear",0.7,0.6667,0.84,0.1642,61,281,342
3,"July",194,"21",0,3,1,"clear",0.7,0.6667,0.79,0.1045,56,194,250
3,"July",194,"22",0,3,1,"clear",0.68,0.6364,0.83,0.194,48,136,184
3,"July",194,"23",0,3,1,"clear",0.66,0.6061,0.83,0.2537,33,83,116
3,"July",195,"0",0,4,1,"clear",0.66,0.6212,0.69,0.2985,14,32,46
3,"July",195,"1",0,4,1,"clear",0.66,0.6212,0.61,0.2537,4,21,25
3,"July",195,"2",0,4,1,"clear",0.64,0.6212,0.57,0.2985,3,7,10
3,"July",195,"3",0,4,1,"clear",0.62,0.6212,0.57,0.2985,1,5,6
3,"July",195,"4",0,4,1,"clear",0.62,0.6212,0.53,0.2537,0,6,6
3,"July",195,"5",0,4,1,"clear",0.6,0.6212,0.56,0.2239,6,22,28
3,"July",195,"6",0,4,1,"clear",0.6,0.6061,0.6,0.2239,14,116,130
3,"July",195,"7",0,4,1,"clear",0.62,0.6212,0.53,0.2537,23,311,334
3,"July",195,"8",0,4,1,"clear",0.64,0.6212,0.5,0.3582,53,433,486
3,"July",195,"9",0,4,1,"clear",0.68,0.6364,0.47,0.2836,29,195,224
3,"July",195,"10",0,4,1,"clear",0.7,0.6364,0.42,0.2537,32,95,127
3,"July",195,"11",0,4,1,"clear",0.72,0.6515,0.37,0.2239,38,110,148
3,"July",195,"12",0,4,1,"clear",0.74,0.6515,0.35,0.2537,51,172,223
3,"July",195,"13",0,4,1,"clear",0.76,0.6667,0.33,0.3284,39,138,177
3,"July",195,"14",0,4,1,"clear",0.74,0.6515,0.35,0.2836,49,129,178
3,"July",195,"15",0,4,1,"clear",0.76,0.6667,0.33,0.2985,42,138,180
3,"July",195,"16",0,4,1,"clear",0.76,0.6667,0.33,0.1343,43,231,274
3,"July",195,"17",0,4,1,"clear",0.74,0.6515,0.37,0.1343,78,517,595
3,"July",195,"18",0,4,1,"clear",0.72,0.6515,0.42,0.194,94,484,578
3,"July",195,"19",0,4,1,"clear",0.72,0.6515,0.39,0.2239,67,333,400
3,"July",195,"20",0,4,1,"clear",0.7,0.6364,0.42,0.2239,81,267,348
3,"July",195,"21",0,4,1,"clear",0.66,0.6212,0.5,0.1343,58,203,261
3,"July",195,"22",0,4,1,"clear",0.64,0.6212,0.57,0.0896,42,134,176
3,"July",195,"23",0,4,1,"clear",0.64,0.6061,0.65,0.2537,27,97,124
3,"July",196,"0",0,5,1,"clear",0.62,0.5909,0.73,0.2239,23,57,80
3,"July",196,"1",0,5,1,"clear",0.62,0.5909,0.73,0.194,7,13,20
3,"July",196,"2",0,5,1,"clear",0.6,0.5758,0.78,0.1642,16,22,38
3,"July",196,"3",0,5,1,"clear",0.6,0.5909,0.73,0.194,1,6,7
3,"July",196,"4",0,5,1,"clear",0.6,0.5909,0.73,0.1642,2,8,10
3,"July",196,"5",0,5,1,"clear",0.6,0.5909,0.73,0.1343,7,16,23
3,"July",196,"6",0,5,1,"cloudy/misty",0.6,0.5909,0.73,0.1045,12,108,120
3,"July",196,"7",0,5,1,"clear",0.64,0.6061,0.65,0.1045,17,257,274
3,"July",196,"8",0,5,1,"clear",0.64,0.6061,0.65,0.2537,50,514,564
3,"July",196,"9",0,5,1,"clear",0.68,0.6364,0.54,0.194,31,176,207
3,"July",196,"10",0,5,1,"cloudy/misty",0.66,0.6212,0.61,0.1642,59,107,166
3,"July",196,"11",0,5,1,"clear",0.7,0.6515,0.54,0.1343,73,137,210
3,"July",196,"12",0,5,1,"clear",0.7,0.6515,0.48,0.194,61,177,238
3,"July",196,"13",0,5,1,"clear",0.7,0.6515,0.54,0.194,85,162,247
3,"July",196,"14",0,5,1,"clear",0.7,0.6515,0.51,0.194,105,160,265
3,"July",196,"15",0,5,1,"clear",0.72,0.6515,0.45,0.1642,74,163,237
3,"July",196,"16",0,5,1,"clear",0.72,0.6667,0.51,0.194,96,265,361
3,"July",196,"17",0,5,1,"clear",0.74,0.6667,0.42,0.2537,104,483,587
3,"July",196,"18",0,5,1,"clear",0.72,0.6515,0.45,0.2239,102,394,496
3,"July",196,"19",0,5,1,"clear",0.7,0.6364,0.45,0.2239,114,280,394
3,"July",196,"20",0,5,1,"clear",0.7,0.6515,0.51,0.2239,92,251,343
3,"July",196,"21",0,5,1,"clear",0.66,0.6212,0.54,0.1045,75,186,261
3,"July",196,"22",0,5,1,"clear",0.66,0.6212,0.57,0.2239,71,152,223
3,"July",196,"23",0,5,1,"clear",0.64,0.6212,0.61,0.1642,41,126,167
3,"July",197,"0",0,6,0,"clear",0.62,0.6061,0.65,0.194,42,68,110
3,"July",197,"1",0,6,0,"clear",0.6,0.5909,0.69,0.1045,24,51,75
3,"July",197,"2",0,6,0,"clear",0.6,0.5909,0.73,0.1343,10,48,58
3,"July",197,"3",0,6,0,"clear",0.6,0.5758,0.78,0.1343,6,20,26
3,"July",197,"4",0,6,0,"clear",0.6,0.5909,0.73,0.0896,9,7,16
3,"July",197,"5",0,6,0,"clear",0.58,0.5455,0.78,0.0896,4,6,10
3,"July",197,"6",0,6,0,"clear",0.6,0.5758,0.78,0.1642,16,21,37
3,"July",197,"7",0,6,0,"clear",0.62,0.5909,0.73,0.1343,14,38,52
3,"July",197,"8",0,6,0,"clear",0.66,0.6212,0.65,0.1642,37,90,127
3,"July",197,"9",0,6,0,"clear",0.7,0.6515,0.54,0.2239,72,150,222
3,"July",197,"10",0,6,0,"clear",0.72,0.6667,0.54,0.194,114,208,322
3,"July",197,"11",0,6,0,"clear",0.74,0.6667,0.48,0.2239,171,225,396
3,"July",197,"12",0,6,0,"clear",0.76,0.6818,0.43,0.2836,187,276,463
3,"July",197,"13",0,6,0,"clear",0.76,0.6818,0.45,0.2985,221,276,497
3,"July",197,"14",0,6,0,"clear",0.74,0.6667,0.45,0.2985,201,232,433
3,"July",197,"15",0,6,0,"clear",0.76,0.6818,0.45,0.3284,205,223,428
3,"July",197,"16",0,6,0,"clear",0.76,0.6818,0.45,0.2836,183,242,425
3,"July",197,"17",0,6,0,"clear",0.76,0.6818,0.45,0.2239,234,241,475
3,"July",197,"18",0,6,0,"clear",0.76,0.6818,0.45,0.2836,185,243,428
3,"July",197,"19",0,6,0,"clear",0.74,0.6818,0.48,0.194,164,242,406
3,"July",197,"20",0,6,0,"clear",0.72,0.6667,0.51,0.2239,108,188,296
3,"July",197,"21",0,6,0,"clear",0.7,0.6515,0.58,0.2239,85,167,252
3,"July",197,"22",0,6,0,"clear",0.7,0.6515,0.65,0.2836,65,136,201
3,"July",197,"23",0,6,0,"clear",0.68,0.6364,0.61,0.2239,61,107,168
3,"July",198,"0",0,0,0,"clear",0.66,0.6212,0.65,0.2239,34,91,125
3,"July",198,"1",0,0,0,"clear",0.64,0.6061,0.69,0.194,16,86,102
3,"July",198,"2",0,0,0,"clear",0.64,0.6061,0.69,0.2239,28,66,94
3,"July",198,"3",0,0,0,"clear",0.64,0.6061,0.69,0.2239,21,26,47
3,"July",198,"4",0,0,0,"clear",0.62,0.5909,0.73,0.1642,4,6,10
3,"July",198,"5",0,0,0,"clear",0.64,0.6061,0.69,0.2239,4,8,12
3,"July",198,"6",0,0,0,"clear",0.62,0.5909,0.73,0.1642,10,11,21
3,"July",198,"7",0,0,0,"clear",0.64,0.6061,0.73,0.1642,20,30,50
3,"July",198,"8",0,0,0,"clear",0.68,0.6364,0.65,0.2239,45,73,118
3,"July",198,"9",0,0,0,"clear",0.72,0.6667,0.58,0.2239,74,110,184
3,"July",198,"10",0,0,0,"clear",0.74,0.6818,0.6,0.2239,127,177,304
3,"July",198,"11",0,0,0,"clear",0.76,0.697,0.55,0.2836,147,244,391
3,"July",198,"12",0,0,0,"clear",0.76,0.697,0.55,0.2836,177,243,420
3,"July",198,"13",0,0,0,"clear",0.8,0.7424,0.49,0.2985,200,272,472
3,"July",198,"14",0,0,0,"clear",0.8,0.7424,0.49,0.3582,168,262,430
3,"July",198,"15",0,0,0,"clear",0.82,0.7424,0.43,0.2985,129,195,324
3,"July",198,"16",0,0,0,"clear",0.8,0.7273,0.46,0.2985,129,188,317
3,"July",198,"17",0,0,0,"clear",0.8,0.7424,0.49,0.3881,133,236,369
3,"July",198,"18",0,0,0,"clear",0.8,0.7273,0.46,0.2985,147,243,390
3,"July",198,"19",0,0,0,"clear",0.76,0.697,0.55,0.2836,145,234,379
3,"July",198,"20",0,0,0,"clear",0.76,0.7121,0.58,0.2537,85,177,262
3,"July",198,"21",0,0,0,"clear",0.74,0.6818,0.62,0.2239,59,148,207
3,"July",198,"22",0,0,0,"clear",0.72,0.6818,0.66,0.2239,65,116,181
3,"July",198,"23",0,0,0,"clear",0.7,0.6667,0.74,0.1343,39,54,93
3,"July",199,"0",0,1,1,"clear",0.7,0.6667,0.74,0.1343,21,30,51
3,"July",199,"1",0,1,1,"clear",0.7,0.6667,0.74,0.2239,17,8,25
3,"July",199,"2",0,1,1,"clear",0.66,0.6061,0.83,0.2239,2,8,10
3,"July",199,"3",0,1,1,"clear",0.66,0.6061,0.78,0.194,3,4,7
3,"July",199,"4",0,1,1,"clear",0.64,0.5909,0.78,0.1642,1,3,4
3,"July",199,"5",0,1,1,"clear",0.64,0.5909,0.78,0.1045,2,15,17
3,"July",199,"6",0,1,1,"clear",0.64,0.5758,0.83,0.1045,10,95,105
3,"July",199,"7",0,1,1,"clear",0.68,0.6364,0.74,0.2239,22,255,277
3,"July",199,"8",0,1,1,"clear",0.7,0.6515,0.7,0.194,18,329,347
3,"July",199,"9",0,1,1,"clear",0.74,0.697,0.67,0.2239,33,170,203
3,"July",199,"10",0,1,1,"clear",0.76,0.7121,0.62,0.194,52,78,130
3,"July",199,"11",0,1,1,"clear",0.8,0.7576,0.55,0.0896,42,99,141
3,"July",199,"12",0,1,1,"clear",0.8,0.7727,0.59,0.194,39,126,165
3,"July",199,"13",0,1,1,"clear",0.82,0.7879,0.56,0.2537,27,125,152
3,"July",199,"14",0,1,1,"clear",0.82,0.7879,0.56,0.3284,32,106,138
3,"July",199,"15",0,1,1,"clear",0.84,0.803,0.53,0.3284,53,111,164
3,"July",199,"16",0,1,1,"clear",0.84,0.803,0.53,0.2836,45,220,265
3,"July",199,"17",0,1,1,"clear",0.84,0.7879,0.49,0.3284,72,473,545
3,"July",199,"18",0,1,1,"clear",0.82,0.7727,0.49,0.3582,80,478,558
3,"July",199,"19",0,1,1,"clear",0.8,0.7576,0.55,0.2239,63,335,398
3,"July",199,"20",0,1,1,"clear",0.78,0.7424,0.59,0.2239,91,232,323
3,"July",199,"21",0,1,1,"clear",0.74,0.697,0.66,0.194,48,154,202
3,"July",199,"22",0,1,1,"clear",0.76,0.7273,0.66,0.2239,36,104,140
3,"July",199,"23",0,1,1,"clear",0.74,0.697,0.66,0.1642,32,59,91
3,"July",200,"0",0,2,1,"clear",0.74,0.697,0.66,0.1045,25,26,51
3,"July",200,"1",0,2,1,"cloudy/misty",0.74,0.697,0.66,0.1343,7,6,13
3,"July",200,"2",0,2,1,"clear",0.72,0.6818,0.7,0.1642,9,4,13
3,"July",200,"3",0,2,1,"clear",0.72,0.6818,0.7,0.1642,2,1,3
3,"July",200,"4",0,2,1,"clear",0.72,0.6818,0.7,0.1343,1,4,5
3,"July",200,"5",0,2,1,"cloudy/misty",0.7,0.6667,0.74,0.1045,0,19,19
3,"July",200,"6",0,2,1,"cloudy/misty",0.72,0.697,0.74,0.1045,8,126,134
3,"July",200,"7",0,2,1,"cloudy/misty",0.74,0.697,0.7,0.1642,28,287,315
3,"July",200,"8",0,2,1,"cloudy/misty",0.76,0.7273,0.7,0.1642,31,381,412
3,"July",200,"9",0,2,1,"cloudy/misty",0.8,0.7879,0.63,0.1343,22,177,199
3,"July",200,"10",0,2,1,"cloudy/misty",0.82,0.7879,0.56,0.1642,29,112,141
3,"July",200,"11",0,2,1,"clear",0.82,0.803,0.59,0,29,98,127
3,"July",200,"12",0,2,1,"clear",0.84,0.8182,0.56,0.0896,26,127,153
3,"July",200,"13",0,2,1,"clear",0.86,0.8333,0.53,0.1045,33,139,172
3,"July",200,"14",0,2,1,"clear",0.86,0.8182,0.5,0.194,41,111,152
3,"July",200,"15",0,2,1,"clear",0.88,0.8182,0.44,0.194,48,110,158
3,"July",200,"16",0,2,1,"clear",0.9,0.8485,0.42,0.2985,61,216,277
3,"July",200,"17",0,2,1,"clear",0.8,0.803,0.66,0,68,445,513
3,"July",200,"18",0,2,1,"clear",0.8,0.803,0.66,0.1343,80,450,530
3,"July",200,"19",0,2,1,"clear",0.76,0.7424,0.75,0.194,54,334,388
3,"July",200,"20",0,2,1,"clear",0.74,0.7273,0.74,0.0896,48,229,277
3,"July",200,"21",0,2,1,"clear",0.74,0.7121,0.74,0.1343,47,194,241
3,"July",200,"22",0,2,1,"clear",0.74,0.7121,0.74,0,36,120,156
3,"July",200,"23",0,2,1,"light rain/snow",0.72,0.697,0.79,0.1642,19,73,92
3,"July",201,"0",0,3,1,"clear",0.7,0.6667,0.84,0.1045,11,29,40
3,"July",201,"1",0,3,1,"clear",0.7,0.6667,0.84,0,4,7,11
3,"July",201,"2",0,3,1,"clear",0.7,0.6667,0.84,0,2,7,9
3,"July",201,"3",0,3,1,"clear",0.7,0.6667,0.84,0.1045,2,4,6
3,"July",201,"4",0,3,1,"clear",0.68,0.6364,0.83,0,0,4,4
3,"July",201,"5",0,3,1,"clear",0.68,0.6364,0.83,0.1045,4,19,23
3,"July",201,"6",0,3,1,"cloudy/misty",0.68,0.6364,0.89,0.1045,5,111,116
3,"July",201,"7",0,3,1,"cloudy/misty",0.7,0.6667,0.84,0.1045,27,276,303
3,"July",201,"8",0,3,1,"clear",0.74,0.7121,0.74,0,34,404,438
3,"July",201,"9",0,3,1,"clear",0.74,0.697,0.7,0.0896,28,181,209
3,"July",201,"10",0,3,1,"clear",0.76,0.7273,0.7,0,34,76,110
3,"July",201,"11",0,3,1,"clear",0.8,0.7879,0.63,0.0896,26,116,142
3,"July",201,"12",0,3,1,"clear",0.82,0.803,0.59,0,28,121,149
3,"July",201,"13",0,3,1,"clear",0.84,0.8182,0.56,0.194,23,97,120
3,"July",201,"14",0,3,1,"clear",0.86,0.8333,0.53,0.2239,44,83,127
3,"July",201,"15",0,3,1,"clear",0.86,0.8182,0.5,0.1642,36,102,138
3,"July",201,"16",0,3,1,"clear",0.84,0.8182,0.56,0,30,204,234
3,"July",201,"17",0,3,1,"clear",0.84,0.8333,0.59,0.194,50,405,455
3,"July",201,"18",0,3,1,"clear",0.84,0.8333,0.59,0.2239,68,429,497
3,"July",201,"19",0,3,1,"clear",0.82,0.8485,0.67,0.1642,59,323,382
3,"July",201,"20",0,3,1,"clear",0.8,0.8333,0.75,0.2239,45,264,309
3,"July",201,"21",0,3,1,"clear",0.8,0.803,0.66,0.1642,33,209,242
3,"July",201,"22",0,3,1,"clear",0.78,0.7727,0.7,0.2239,25,144,169
3,"July",201,"23",0,3,1,"clear",0.76,0.7424,0.75,0.2537,26,73,99
3,"July",202,"0",0,4,1,"cloudy/misty",0.76,0.7424,0.75,0.194,13,29,42
3,"July",202,"1",0,4,1,"cloudy/misty",0.74,0.7273,0.84,0.2239,5,16,21
3,"July",202,"2",0,4,1,"cloudy/misty",0.74,0.7273,0.84,0.2239,2,4,6
3,"July",202,"3",0,4,1,"cloudy/misty",0.74,0.7121,0.79,0.1343,1,5,6
3,"July",202,"4",0,4,1,"cloudy/misty",0.72,0.7121,0.84,0.1045,0,4,4
3,"July",202,"5",0,4,1,"cloudy/misty",0.72,0.7121,0.84,0.1045,2,16,18
3,"July",202,"6",0,4,1,"cloudy/misty",0.72,0.7121,0.84,0.1045,6,111,117
3,"July",202,"7",0,4,1,"cloudy/misty",0.74,0.7273,0.84,0.1343,23,251,274
3,"July",202,"8",0,4,1,"cloudy/misty",0.76,0.7576,0.79,0.1642,23,358,381
3,"July",202,"9",0,4,1,"cloudy/misty",0.8,0.8182,0.75,0.2537,34,166,200
3,"July",202,"10",0,4,1,"cloudy/misty",0.82,0.8636,0.71,0.2239,31,47,78
3,"July",202,"11",0,4,1,"cloudy/misty",0.86,0.8939,0.63,0.2985,27,79,106
3,"July",202,"12",0,4,1,"clear",0.88,0.8939,0.56,0.3284,29,106,135
3,"July",202,"13",0,4,1,"clear",0.88,0.8939,0.56,0.2985,21,81,102
3,"July",202,"14",0,4,1,"clear",0.9,0.8939,0.5,0.3582,50,97,147
3,"July",202,"15",0,4,1,"clear",0.9,0.9242,0.53,0.2537,40,93,133
3,"July",202,"16",0,4,1,"clear",0.92,0.9242,0.48,0.2836,43,167,210
3,"July",202,"17",0,4,1,"clear",0.92,0.9091,0.45,0.2985,40,374,414
3,"July",202,"18",0,4,1,"clear",0.9,0.8939,0.5,0.2836,39,343,382
3,"July",202,"19",0,4,1,"clear",0.86,0.9242,0.67,0.2836,51,233,284
3,"July",202,"20",0,4,1,"clear",0.84,0.8939,0.71,0.2239,38,199,237
3,"July",202,"21",0,4,1,"clear",0.82,0.8939,0.75,0.2239,38,187,225
3,"July",202,"22",0,4,1,"clear",0.82,0.8636,0.71,0.1642,36,113,149
3,"July",202,"23",0,4,1,"clear",0.8,0.8182,0.71,0.1642,40,73,113
3,"July",203,"0",0,5,1,"clear",0.82,0.8333,0.63,0.1343,9,51,60
3,"July",203,"1",0,5,1,"clear",0.8,0.7879,0.63,0,7,17,24
3,"July",203,"2",0,5,1,"clear",0.78,0.803,0.79,0.1343,0,14,14
3,"July",203,"3",0,5,1,"clear",0.78,0.7879,0.75,0.1045,1,6,7
3,"July",203,"4",0,5,1,"clear",0.76,0.7424,0.75,0.1045,8,5,13
3,"July",203,"5",0,5,1,"clear",0.74,0.7121,0.79,0.1045,2,17,19
3,"July",203,"6",0,5,1,"clear",0.76,0.7424,0.75,0.0896,13,83,96
3,"July",203,"7",0,5,1,"cloudy/misty",0.8,0.803,0.66,0.1045,20,232,252
3,"July",203,"8",0,5,1,"cloudy/misty",0.84,0.8485,0.63,0.1642,30,292,322
3,"July",203,"9",0,5,1,"clear",0.86,0.8939,0.63,0.0896,31,177,208
3,"July",203,"10",0,5,1,"clear",0.9,0.9242,0.53,0.0896,32,83,115
3,"July",203,"11",0,5,1,"clear",0.9,0.8939,0.5,0.1045,23,86,109
3,"July",203,"12",0,5,1,"clear",0.94,0.9545,0.48,0.1642,20,95,115
3,"July",203,"13",0,5,1,"clear",0.94,0.9848,0.51,0.1642,25,98,123
3,"July",203,"14",0,5,1,"clear",0.96,1,0.48,0.2985,24,77,101
3,"July",203,"15",0,5,1,"clear",0.94,0.9848,0.51,0.2985,32,101,133
3,"July",203,"16",0,5,1,"light rain/snow",0.9,0.8333,0.39,0.2985,29,153,182
3,"July",203,"17",0,5,1,"clear",0.88,0.8485,0.47,0.1045,35,271,306
3,"July",203,"18",0,5,1,"clear",0.9,0.8182,0.37,0.1642,34,250,284
3,"July",203,"19",0,5,1,"cloudy/misty",0.86,0.7879,0.41,0.1045,40,210,250
3,"July",203,"20",0,5,1,"clear",0.84,0.8182,0.56,0,46,166,212
3,"July",203,"21",0,5,1,"clear",0.82,0.803,0.59,0.0896,38,152,190
3,"July",203,"22",0,5,1,"cloudy/misty",0.84,0.7879,0.49,0.0896,44,105,149
3,"July",203,"23",0,5,1,"clear",0.8,0.7879,0.63,0.194,19,84,103
3,"July",204,"0",0,6,0,"clear",0.82,0.7879,0.56,0,16,85,101
3,"July",204,"1",0,6,0,"clear",0.82,0.7727,0.52,0.1045,13,57,70
3,"July",204,"2",0,6,0,"clear",0.82,0.7727,0.52,0,13,48,61
3,"July",204,"3",0,6,0,"clear",0.78,0.7576,0.66,0.0896,6,16,22
3,"July",204,"4",0,6,0,"clear",0.76,0.7273,0.66,0.1045,5,4,9
3,"July",204,"5",0,6,0,"clear",0.76,0.7121,0.62,0.1343,1,6,7
3,"July",204,"6",0,6,0,"clear",0.8,0.7424,0.52,0.1343,6,19,25
3,"July",204,"7",0,6,0,"clear",0.8,0.7424,0.52,0.1045,7,38,45
3,"July",204,"8",0,6,0,"clear",0.84,0.7879,0.49,0.2537,24,85,109
3,"July",204,"9",0,6,0,"clear",0.84,0.7879,0.49,0.1642,30,102,132
3,"July",204,"10",0,6,0,"clear",0.86,0.7879,0.41,0.2239,61,137,198
3,"July",204,"11",0,6,0,"clear",0.9,0.8182,0.37,0.194,62,154,216
3,"July",204,"12",0,6,0,"clear",0.92,0.8636,0.37,0.1045,71,164,235
3,"July",204,"13",0,6,0,"clear",0.94,0.8788,0.38,0.1642,78,167,245
3,"July",204,"14",0,6,0,"clear",0.92,0.8939,0.42,0,84,152,236
3,"July",204,"15",0,6,0,"clear",0.94,0.8788,0.38,0,78,137,215
3,"July",204,"16",0,6,0,"clear",0.94,0.8788,0.38,0.1343,70,151,221
3,"July",204,"17",0,6,0,"clear",0.94,0.8788,0.38,0.1343,70,127,197
3,"July",204,"18",0,6,0,"clear",0.92,0.8788,0.4,0.2239,62,134,196
3,"July",204,"19",0,6,0,"cloudy/misty",0.82,0.803,0.59,0.1343,80,137,217
3,"July",204,"20",0,6,0,"clear",0.82,0.803,0.59,0.2239,47,98,145
3,"July",204,"21",0,6,0,"clear",0.82,0.803,0.59,0.2239,39,115,154
3,"July",204,"22",0,6,0,"clear",0.8,0.7727,0.59,0.194,37,88,125
3,"July",204,"23",0,6,0,"clear",0.8,0.7727,0.59,0.1045,27,77,104
3,"July",205,"0",0,0,0,"clear",0.8,0.7727,0.59,0.1045,42,77,119
3,"July",205,"1",0,0,0,"clear",0.78,0.7576,0.66,0.1045,33,63,96
3,"July",205,"2",0,0,0,"clear",0.8,0.7879,0.63,0.0896,12,48,60
3,"July",205,"3",0,0,0,"clear",0.8,0.7879,0.63,0.0896,17,20,37
3,"July",205,"4",0,0,0,"clear",0.78,0.7576,0.66,0.1045,1,5,6
3,"July",205,"5",0,0,0,"clear",0.78,0.7576,0.66,0.0896,5,3,8
3,"July",205,"6",0,0,0,"cloudy/misty",0.8,0.7879,0.63,0.0896,9,13,22
3,"July",205,"7",0,0,0,"clear",0.8,0.7727,0.59,0.1343,6,29,35
3,"July",205,"8",0,0,0,"clear",0.82,0.7879,0.56,0.2836,22,82,104
3,"July",205,"9",0,0,0,"clear",0.82,0.7879,0.56,0.3881,42,112,154
3,"July",205,"10",0,0,0,"clear",0.86,0.8182,0.5,0.3284,61,165,226
3,"July",205,"11",0,0,0,"clear",0.84,0.803,0.53,0.2537,74,169,243
3,"July",205,"12",0,0,0,"clear",0.9,0.8636,0.45,0.1642,85,161,246
3,"July",205,"13",0,0,0,"clear",0.86,0.803,0.47,0.2239,90,162,252
3,"July",205,"14",0,0,0,"clear",0.86,0.8182,0.5,0.2836,79,204,283
3,"July",205,"15",0,0,0,"clear",0.9,0.8485,0.42,0.2537,68,170,238
3,"July",205,"16",0,0,0,"clear",0.9,0.8485,0.42,0.2537,62,187,249
3,"July",205,"17",0,0,0,"clear",0.9,0.8333,0.39,0.1045,75,174,249
3,"July",205,"18",0,0,0,"clear",0.88,0.8182,0.42,0.1642,67,176,243
3,"July",205,"19",0,0,0,"clear",0.86,0.803,0.47,0.1642,70,170,240
3,"July",205,"20",0,0,0,"clear",0.84,0.7879,0.49,0.1642,52,143,195
3,"July",205,"21",0,0,0,"clear",0.8,0.7879,0.63,0.1343,42,111,153
3,"July",205,"22",0,0,0,"clear",0.78,0.7576,0.66,0,23,75,98
3,"July",205,"23",0,0,0,"cloudy/misty",0.76,0.7273,0.7,0.0896,13,37,50
3,"July",206,"0",0,1,1,"cloudy/misty",0.76,0.7273,0.7,0,17,17,34
3,"July",206,"1",0,1,1,"cloudy/misty",0.76,0.7424,0.75,0.0896,4,8,12
3,"July",206,"2",0,1,1,"cloudy/misty",0.74,0.7121,0.79,0.0896,3,3,6
3,"July",206,"3",0,1,1,"clear",0.74,0.7121,0.79,0,2,2,4
3,"July",206,"4",0,1,1,"clear",0.72,0.7121,0.84,0.0896,0,6,6
3,"July",206,"5",0,1,1,"clear",0.72,0.7121,0.84,0.0896,2,22,24
3,"July",206,"6",0,1,1,"cloudy/misty",0.72,0.7121,0.84,0.0896,7,100,107
3,"July",206,"7",0,1,1,"cloudy/misty",0.74,0.7121,0.79,0,20,257,277
3,"July",206,"8",0,1,1,"cloudy/misty",0.76,0.7424,0.75,0,34,353,387
3,"July",206,"9",0,1,1,"clear",0.8,0.803,0.66,0,11,124,135
3,"July",206,"10",0,1,1,"clear",0.82,0.803,0.59,0,30,54,84
3,"July",206,"11",0,1,1,"cloudy/misty",0.84,0.8333,0.59,0.194,24,83,107
3,"July",206,"12",0,1,1,"cloudy/misty",0.84,0.8333,0.59,0.194,17,50,67
3,"July",206,"13",0,1,1,"cloudy/misty",0.74,0.7121,0.74,0.1343,14,64,78
3,"July",206,"14",0,1,1,"cloudy/misty",0.72,0.697,0.79,0.194,28,62,90
3,"July",206,"15",0,1,1,"clear",0.7,0.6667,0.84,0.3881,16,96,112
3,"July",206,"16",0,1,1,"clear",0.7,0.6667,0.84,0.2239,37,161,198
3,"July",206,"17",0,1,1,"clear",0.72,0.697,0.74,0,48,437,485
3,"July",206,"18",0,1,1,"clear",0.74,0.7121,0.74,0.0896,60,473,533
3,"July",206,"19",0,1,1,"clear",0.74,0.697,0.7,0.0896,62,324,386
3,"July",206,"20",0,1,1,"clear",0.72,0.697,0.74,0.1343,55,247,302
3,"July",206,"21",0,1,1,"clear",0.7,0.6667,0.84,0,41,153,194
3,"July",206,"22",0,1,1,"clear",0.7,0.6667,0.84,0,13,112,125
3,"July",206,"23",0,1,1,"clear",0.7,0.6667,0.84,0.0896,23,64,87
3,"July",207,"0",0,2,1,"clear",0.7,0.6667,0.79,0.1045,8,20,28
3,"July",207,"1",0,2,1,"clear",0.7,0.6667,0.79,0.1045,6,6,12
3,"July",207,"2",0,2,1,"clear",0.68,0.6364,0.89,0.1045,1,6,7
3,"July",207,"3",0,2,1,"clear",0.68,0.6364,0.89,0.1343,2,2,4
3,"July",207,"4",0,2,1,"clear",0.68,0.6364,0.88,0.1642,0,6,6
3,"July",207,"5",0,2,1,"clear",0.66,0.5909,0.89,0.0896,3,24,27
3,"July",207,"6",0,2,1,"clear",0.68,0.6364,0.83,0.2239,2,108,110
3,"July",207,"7",0,2,1,"clear",0.72,0.6818,0.66,0.2836,30,288,318
3,"July",207,"8",0,2,1,"clear",0.74,0.6818,0.55,0.194,32,392,424
3,"July",207,"9",0,2,1,"clear",0.76,0.6818,0.4,0.2239,25,162,187
3,"July",207,"10",0,2,1,"clear",0.8,0.697,0.31,0.2239,42,96,138
